SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,IsLuxury
813.44,1.0,2,83.54,57.88,0.74,46.58,2.1,89.92,0.85,2.67,7.85,8.66,0
1771.08,3.791297874,2,554.14,38.15,7.69,46.36,17.95,96.33,1.24,7.5,4.93,2.23,1
918.6,4.172689965,4,29.52,19.74,8.3,5.46,5.15,97.86,1.12,7.05,3.59,3.7,1
1216.19,3.342599119,3,669.62,13.78,9.03,104.1,12.63,98.59,1.83,5.65,6.05,4.9,0
1111.01,2.194665439,3,99.59,3.98,4.84,21.0,1.43,97.9,1.6,5.84,8.03,7.46,0
1082.1,1.728196092,2,249.98,19.5,6.4,35.97,25.34,90.32,1.79,5.15,5.65,6.53,0
1410.59,2.937951534,4,972.62,51.57,7.66,81.17,24.54,99.9,1.88,5.4,10.0,5.18,1
550.0,2.019146201,2,541.91,39.57,6.66,67.49,17.34,96.69,1.83,4.01,1.25,1.83,0
1563.94,3.770390049,4,762.47,71.45,10.0,63.97,4.99,95.11,0.56,6.52,7.94,4.58,1
583.36,1.0,3,594.34,24.75,5.08,17.71,24.1,92.64,1.3,2.42,3.09,6.89,0
1386.95,1.0849443,4,387.79,40.65,8.52,61.66,24.59,95.41,2.19,5.37,3.83,4.61,1
1443.58,2.12176107,3,281.3,15.55,9.37,62.09,0.36,98.32,0.76,3.3,9.93,6.23,1
1234.68,2.797891667,4,339.68,38.87,8.71,48.42,18.73,97.23,1.1,6.14,0.17,0.73,1
1159.75,2.722240013,3,718.75,10.65,7.61,48.89,1.14,97.28,1.03,4.96,3.63,3.46,0
1496.88,2.740759061,5,697.14,28.01,10.0,37.08,0.01,97.24,0.92,7.48,5.88,4.38,1
1678.43,3.590328643,4,707.16,48.43,5.79,25.51,10.74,95.7,1.33,5.32,10.0,6.04,1
1206.92,1.187160437,3,375.51,55.98,5.92,74.22,30.96,95.25,1.89,5.1,5.38,4.69,1
2526.53,5.208139625,4,700.53,52.71,10.0,5.82,2.18,99.56,0.89,9.4,8.39,9.23,1
1386.67,1.881175546,2,662.07,46.04,6.78,59.82,0.25,86.47,1.32,5.0,3.99,5.27,1
1389.16,1.929843124,3,708.77,32.33,6.58,51.28,16.57,92.41,1.88,3.91,6.9,7.47,1
1394.65,3.076075698,4,565.49,20.49,9.83,14.81,10.93,94.53,1.11,8.91,7.04,4.27,1
1351.0,1.987571678,4,40.8,60.26,7.07,44.75,8.75,97.39,1.27,7.85,6.09,8.74,0
862.47,2.493079184,4,443.15,39.0,5.03,46.08,22.67,89.95,2.03,8.02,5.65,6.5,1
550.0,2.91869201,3,912.6,19.93,3.52,38.3,11.17,88.45,2.14,3.91,7.47,3.78,1
897.34,1.538119098,3,465.82,29.83,5.01,64.15,27.25,91.53,1.18,5.1,1.69,4.08,0
2550.32,3.004656078,4,208.0,36.85,9.12,77.31,16.92,94.81,1.8,5.58,8.38,8.23,1
1406.52,3.431923988,3,283.62,60.14,9.08,78.16,11.36,92.03,1.18,9.07,5.5,4.23,1
837.14,1.216579482,2,591.95,37.98,5.26,27.55,33.47,94.23,0.95,2.75,6.07,3.05,0
550.0,1.929955431,4,1187.59,57.55,5.62,25.94,32.52,88.0,2.09,0.42,5.94,6.73,0
937.66,2.251633596,2,459.2,42.84,5.23,1.24,17.81,90.94,1.78,4.56,4.35,6.73,1
981.82,2.805204772,3,162.99,30.67,5.5,71.99,0.38,99.9,0.77,7.12,1.61,2.64,1
918.94,2.708287388,3,234.47,25.49,6.51,33.14,28.87,94.23,2.14,5.64,3.26,5.37,1
1578.04,1.648289366,4,162.12,22.54,7.9,53.82,3.23,96.75,0.88,6.26,3.89,0.83,1
550.0,2.213534564,3,719.3,5.62,6.6,62.82,46.22,89.0,1.56,4.0,8.76,5.22,0
1488.72,2.236537749,2,410.18,33.2,6.67,13.65,10.1,99.9,1.16,6.32,4.07,3.48,1
1373.24,1.063691804,1,249.93,18.73,6.72,91.75,18.44,86.42,2.07,2.22,8.29,4.3,0
2054.95,2.152937118,3,734.76,55.79,8.08,64.74,3.06,93.78,1.25,10.0,3.94,5.96,1
1244.07,3.8029895,4,229.98,38.29,10.0,149.55,7.18,93.01,1.96,5.62,4.22,5.33,1
550.0,2.35248365,4,795.43,10.86,10.0,17.56,25.11,98.12,1.22,5.59,6.95,6.75,0
637.46,3.233333144,3,301.25,39.37,9.86,25.37,2.28,96.53,1.37,4.75,2.5,6.99,1
1286.07,2.715201171,2,187.63,54.68,6.27,7.62,32.31,99.9,1.2,6.26,4.86,4.42,0
1726.12,4.056114691,2,943.19,34.06,5.82,90.45,17.6,92.25,1.67,5.31,9.84,10.0,1
696.71,1.0,3,1109.8,50.24,7.01,56.54,31.78,96.92,1.4,3.22,9.13,6.97,0
550.0,1.656988,3,437.87,46.24,6.83,142.29,1.15,87.74,1.5,4.27,2.23,8.23,1
550.0,2.547892487,3,217.22,0.4,5.08,12.56,0.68,93.2,1.91,4.68,6.01,4.71,0
785.53,1.0,2,3.86,40.31,2.59,122.62,12.29,88.42,2.23,2.84,3.52,5.07,0
1158.98,1.0,3,126.54,23.96,10.0,84.29,20.01,99.9,1.36,7.03,0.8,2.54,0
959.56,5.199416616,3,464.31,22.58,8.17,51.58,3.65,90.54,2.5,5.27,8.79,8.55,1
738.18,1.136439482,3,515.33,59.06,5.23,77.13,1.68,92.55,1.49,6.59,5.72,6.12,0
1297.08,1.0,5,761.2,58.74,7.99,13.67,37.69,89.6,1.92,4.74,6.79,4.99,1
914.83,1.194182581,2,381.4,23.56,7.78,51.27,13.35,99.13,1.51,4.19,6.83,7.61,0
1608.98,1.331963555,3,922.9,18.83,8.7,27.84,4.8,90.17,2.42,4.41,5.39,8.04,0
1021.92,3.410582914,2,397.07,55.42,7.18,17.54,21.88,95.0,1.43,5.32,4.87,5.95,1
627.24,1.0,5,76.12,12.23,6.75,39.91,16.99,95.85,1.56,5.32,7.31,4.01,1
1729.89,3.919109393,5,190.17,12.56,10.0,63.05,1.84,99.9,1.08,7.99,10.0,5.74,1
1300.3,3.978954708,4,467.71,8.64,5.12,50.9,3.89,97.01,2.2,6.66,2.2,5.94,1
1076.3,1.702342147,3,458.96,55.02,5.62,120.99,5.26,97.17,2.46,3.76,6.74,5.01,0
550.0,1.635095597,5,959.25,7.5,5.93,64.62,20.72,99.41,1.45,6.8,8.21,5.87,0
1089.42,1.0,3,231.1,38.1,6.51,23.52,13.56,98.39,1.61,1.9,3.74,5.59,1
1658.33,2.462958417,3,176.79,48.87,7.24,5.72,2.83,89.49,0.95,4.78,0.42,2.5,1
550.0,1.811296537,2,949.48,2.48,5.18,49.95,33.72,92.58,0.05,4.77,9.27,9.95,0
550.0,3.296390354,4,225.35,53.2,7.2,49.85,43.13,89.21,1.57,4.11,3.53,6.19,1
1765.71,1.557441091,3,67.89,9.51,8.6,71.44,1.48,89.06,2.35,6.31,5.63,4.22,0
1055.67,1.897360982,4,445.05,31.25,7.05,29.45,26.04,94.24,2.0,4.16,7.97,7.11,1
1028.21,2.529603436,2,513.63,28.05,7.45,29.88,38.12,96.3,1.72,2.3,4.81,3.54,0
1114.92,1.76565011,3,597.83,30.82,8.19,89.57,32.61,93.26,2.39,4.43,1.51,2.84,0
1207.69,1.032576966,2,716.4,29.0,6.62,13.35,19.98,88.5,1.29,0.09,7.35,7.85,0
1808.71,5.533968579,1,604.75,20.24,9.5,43.87,5.86,88.91,1.81,7.24,4.69,6.45,1
1794.21,4.268789309,4,849.84,25.36,9.79,36.14,5.69,95.15,0.68,6.59,5.88,3.37,1
869.01,1.0,4,352.77,28.99,6.48,25.24,19.03,93.67,1.35,5.86,7.57,5.24,0
1395.6,2.830827054,3,644.65,21.54,6.59,98.4,13.94,94.12,1.24,3.26,5.96,5.32,1
1501.64,2.3343757,3,357.38,3.03,6.25,26.09,3.62,86.19,2.53,4.61,4.07,5.72,0
1498.46,3.019218421,5,289.49,23.68,9.52,27.92,20.49,92.28,1.71,6.29,7.12,5.87,1
550.0,1.126863155,4,221.67,50.54,8.28,24.7,23.05,95.89,0.83,3.99,5.0,2.74,0
748.56,1.0,4,861.18,46.92,8.99,52.77,35.37,93.94,1.14,4.81,10.0,7.06,0
729.07,3.948901043,3,507.42,42.75,8.01,25.85,5.29,99.9,2.17,3.61,7.37,8.02,1
707.61,2.216018434,2,560.06,35.34,6.69,39.35,14.82,87.85,1.08,4.77,4.12,5.08,0
550.0,1.415954189,3,396.2,39.23,4.08,90.28,24.25,92.89,1.68,2.2,5.45,6.4,1
550.0,2.623495204,5,759.08,30.7,8.08,21.15,11.49,98.11,1.72,7.2,5.11,3.78,0
1083.25,2.843668219,4,134.26,17.57,10.0,13.14,0.87,88.76,1.1,6.25,10.0,7.02,1
952.97,1.742003354,3,240.46,25.16,8.17,37.74,7.73,97.98,0.43,6.38,5.73,6.88,1
550.0,2.481263984,4,874.96,43.64,7.26,79.61,28.11,91.07,1.32,4.55,3.6,3.83,0
2067.52,4.839064125,4,454.9,15.09,6.96,10.96,3.04,93.35,0.96,7.25,2.39,5.95,1
828.63,3.500730797,3,459.08,35.9,8.72,58.92,36.29,90.56,1.35,7.06,7.28,4.67,0
597.48,3.476424237,3,727.3,4.55,8.38,57.38,27.19,92.13,2.24,7.09,3.46,4.77,1
558.05,1.055004562,3,723.46,4.77,3.76,38.62,17.18,93.07,1.3,0.94,2.62,3.12,1
923.29,2.675621536,1,735.72,23.68,8.84,2.06,19.28,97.14,1.88,6.07,9.29,9.07,0
1033.74,1.0,2,815.76,7.63,4.43,137.0,27.3,95.02,1.93,3.96,9.54,6.94,1
804.9,2.000841844,3,371.24,3.36,8.44,91.18,35.52,99.9,1.95,6.48,0.76,4.44,0
1597.38,2.987663536,4,376.09,24.5,10.0,15.7,5.79,99.9,2.39,7.02,9.11,3.68,1
1442.01,2.08040968,3,282.2,26.76,5.76,3.53,12.53,92.23,1.93,2.55,6.56,5.04,0
857.34,3.113162471,2,139.8,37.9,5.13,66.65,4.34,87.7,1.24,3.78,2.68,4.22,0
1648.37,2.568195525,2,46.28,34.6,7.86,21.08,2.79,84.22,1.38,4.69,2.28,7.65,0
745.2,1.356797549,3,642.3,9.3,10.0,28.63,0.98,99.9,0.65,4.86,5.61,8.2,0
1622.48,1.0,3,968.39,18.41,4.57,31.52,0.92,91.53,1.17,6.15,5.19,8.28,0
981.69,2.827611509,2,519.5,27.1,8.66,94.85,6.18,98.63,1.87,8.24,1.75,4.05,1
1619.76,3.114892968,3,465.92,31.76,9.56,23.2,28.72,99.38,1.61,6.17,4.8,5.06,0
663.52,1.543524175,5,479.65,21.07,6.73,29.31,2.79,96.12,1.21,4.55,9.95,4.73,1
550.0,3.532642443,4,1387.95,31.81,7.53,44.77,13.75,94.75,1.84,6.21,10.0,8.83,1
780.23,4.473925186,3,47.61,48.52,5.77,37.34,27.49,92.44,1.33,5.87,3.65,7.64,1
913.16,2.128198377,2,371.9,73.02,6.1,35.25,10.13,93.01,1.02,3.11,10.0,7.65,1
776.93,1.0,1,472.79,4.44,4.11,34.78,17.72,99.9,1.93,6.11,0.97,3.6,0
1471.13,1.577243614,4,516.65,27.6,10.0,26.46,6.22,89.99,1.22,5.94,8.7,9.04,1
1194.41,3.780970591,4,399.92,55.85,4.81,146.72,1.24,93.43,1.39,2.79,2.14,5.22,1
1305.82,2.575147827,3,347.3,41.32,4.83,15.75,19.05,98.87,1.93,4.08,7.12,7.9,0
550.0,1.040524114,3,249.68,39.55,9.97,7.73,24.14,99.9,1.17,5.62,6.15,4.11,0
645.07,2.012936551,3,910.19,15.49,8.49,20.42,25.89,93.21,1.16,7.87,9.51,6.12,1
1063.97,2.723932007,2,791.99,13.57,8.24,129.6,2.95,99.9,1.87,3.83,4.37,6.91,0
1127.42,1.295279593,3,635.11,44.71,5.46,118.42,20.85,98.81,1.12,6.62,4.49,3.64,0
1532.66,4.500205229,4,745.06,27.68,8.27,81.21,3.02,92.71,1.24,7.32,5.08,4.46,1
1004.33,1.812506929,4,383.41,29.1,8.1,73.32,21.65,99.9,0.58,5.91,4.33,7.29,1
1297.31,3.409991183,4,504.1,9.91,10.0,13.86,8.48,99.9,1.67,10.0,5.21,2.66,1
787.47,3.599050775,4,616.03,4.72,7.48,18.29,18.33,93.0,0.77,6.1,5.51,6.91,1
943.89,3.199286975,3,463.69,23.92,8.58,25.75,11.25,89.09,1.56,6.84,7.99,7.38,0
1011.95,2.351125012,3,132.27,34.32,2.73,20.11,19.3,97.66,1.28,5.53,2.42,3.72,1
1180.31,2.147470832,5,712.91,49.16,6.51,35.71,10.45,92.78,1.22,4.65,4.44,5.81,1
691.53,1.198225983,1,635.06,2.12,5.69,156.67,19.99,98.28,2.29,0.01,4.52,6.43,0
1063.29,1.185947441,2,571.23,30.13,4.92,61.52,11.37,97.04,1.24,3.21,4.24,5.03,0
550.0,1.0,3,885.91,30.13,8.82,2.5,3.87,99.9,1.75,6.3,5.44,7.71,0
1792.24,1.633176466,4,509.35,23.96,10.0,42.4,3.42,80.58,1.43,3.96,3.69,6.49,1
1065.64,1.502989955,3,398.25,21.77,6.68,43.63,3.27,90.97,0.37,3.12,10.0,9.48,1
1139.35,1.0,3,237.25,69.01,1.67,29.59,3.13,95.93,2.08,1.6,6.12,7.37,0
1456.45,1.0,2,618.87,2.93,6.97,58.36,30.25,97.83,1.0,5.04,9.42,5.69,0
1153.38,1.032121778,1,843.0,6.17,3.17,2.35,40.3,84.45,2.14,0.07,3.82,4.95,0
550.0,1.406309673,3,354.48,23.42,5.2,28.99,23.38,93.59,1.77,2.19,0.4,5.79,1
686.31,2.410394034,4,391.81,7.56,8.82,30.63,10.78,93.92,1.73,4.21,5.28,3.78,0
550.0,2.054379537,3,444.28,39.87,4.72,108.74,32.68,90.04,1.6,4.11,7.49,6.39,1
1177.78,1.382255657,4,246.38,27.96,5.55,32.57,16.32,90.85,0.86,5.62,10.0,6.77,1
550.0,1.0,4,173.56,36.25,6.37,36.51,4.25,80.29,1.82,3.21,7.65,6.44,0
1079.63,2.007435553,3,200.42,26.78,8.37,35.27,37.03,90.24,1.87,6.03,5.01,5.84,1
1006.86,1.756899634,2,62.78,46.62,6.83,58.7,5.46,99.9,0.93,4.43,10.0,7.77,1
976.6,1.80029207,5,483.23,12.97,10.0,21.69,19.11,98.94,1.76,5.05,5.07,5.9,1
1377.07,1.859478982,4,295.86,23.91,9.08,11.84,27.2,93.79,1.0,5.3,6.94,6.56,1
1007.0,1.88786958,2,863.41,61.45,1.07,104.48,7.76,90.18,1.75,5.99,1.11,2.08,1
1599.75,3.250438066,4,802.63,23.38,10.0,53.49,28.04,99.9,1.0,4.94,10.0,8.53,1
738.76,2.216245713,1,676.95,33.2,5.99,0.18,32.29,92.6,1.86,6.25,1.97,4.98,1
984.42,2.626289909,2,840.14,32.25,8.22,24.77,2.63,95.54,1.68,4.89,1.37,2.4,0
579.98,1.0,3,540.09,18.15,4.23,6.39,14.08,94.43,2.03,2.34,4.53,5.95,0
1810.08,2.609749196,4,438.51,1.85,9.82,104.44,20.82,95.41,0.91,10.0,9.46,6.35,1
923.61,2.961605775,4,436.96,37.14,10.0,54.09,3.43,94.05,2.09,5.95,4.15,7.32,0
1447.86,2.270184312,4,717.05,12.55,8.36,32.86,6.49,94.7,0.81,4.32,10.0,8.13,1
797.2,4.241047436,2,650.63,9.84,6.88,27.11,3.5,95.79,1.55,5.64,5.11,3.94,1
1484.12,1.070599806,4,575.78,54.78,4.28,51.19,5.03,97.42,0.42,4.44,5.03,4.33,1
755.37,2.49318293,2,670.05,25.77,5.38,20.44,1.21,92.07,1.9,3.83,0.67,6.54,0
1750.73,2.462969996,3,682.49,26.27,8.9,48.23,4.87,93.35,0.93,5.69,9.57,8.54,1
2009.45,1.426317639,5,292.74,16.29,10.0,1.29,5.08,87.73,1.53,5.55,3.11,6.25,1
848.11,1.0,5,778.94,14.73,7.53,37.27,37.02,90.29,1.52,2.49,9.8,6.88,0
982.14,3.445949333,5,719.34,29.47,9.53,55.67,4.06,98.37,0.58,6.22,4.51,3.83,1
1035.22,3.566196727,5,387.71,19.58,10.0,3.25,13.18,91.06,0.7,7.2,6.89,5.54,1
661.47,1.576468113,2,583.96,2.68,8.04,13.6,13.29,90.67,1.07,3.37,1.89,3.68,0
1569.16,3.245686464,2,819.59,11.91,8.43,122.54,14.02,95.36,1.31,7.51,6.52,4.36,1
1789.18,4.740971647,3,1146.37,23.52,5.67,104.26,20.6,96.63,1.43,5.79,7.94,6.65,1
1225.45,1.585551462,3,163.7,38.08,8.85,41.6,8.96,89.77,1.05,5.14,9.96,6.56,1
1423.76,1.251325454,3,356.87,33.88,9.58,28.06,20.74,92.77,1.43,7.77,9.86,5.81,1
1943.54,2.817331683,3,418.46,28.06,8.77,44.41,7.62,99.9,1.57,7.25,4.24,3.5,1
550.0,1.0,4,365.54,68.35,5.82,74.58,32.99,84.47,2.2,5.95,5.34,6.84,0
1184.97,1.091458425,5,48.27,19.39,9.32,13.58,6.09,90.72,1.41,5.94,7.63,9.02,1
575.16,2.295370006,3,829.79,42.17,5.74,61.99,22.33,94.51,1.44,4.03,0.2,6.09,0
550.0,2.027455985,4,420.18,18.43,8.05,34.09,43.21,83.65,0.55,4.79,7.99,6.37,0
590.02,2.259278585,3,906.82,77.49,6.14,75.04,17.97,99.9,1.75,3.41,1.36,4.85,0
1418.41,1.892099638,3,883.36,35.01,4.56,35.32,20.71,91.19,1.28,0.38,0.97,5.9,1
550.0,1.292995806,2,289.13,63.59,5.43,18.13,29.97,85.3,1.43,3.39,8.84,6.78,0
629.62,1.0,4,40.7,41.63,4.39,101.05,16.54,90.57,2.15,2.28,6.05,6.51,0
1080.68,1.578955233,2,872.12,41.76,3.95,5.22,15.77,89.54,1.44,4.23,7.62,0.85,0
550.0,1.0,4,578.78,35.07,6.92,109.14,23.58,93.76,2.22,4.23,0.44,5.82,1
550.0,1.168319708,3,180.83,4.97,6.72,120.07,39.4,99.9,2.26,3.63,3.03,4.02,0
765.15,1.0,4,469.24,15.01,5.46,59.63,9.69,87.16,1.82,4.3,4.75,3.77,0
603.88,3.245691611,3,663.77,49.29,9.83,58.78,5.71,99.9,1.67,5.74,3.31,4.39,0
558.39,3.046281469,2,902.12,42.23,8.74,23.59,16.34,91.38,2.33,7.09,7.02,4.86,0
1065.51,2.578165083,3,782.28,0.77,4.35,66.49,7.26,90.83,2.21,5.37,10.0,8.99,0
2031.17,4.016232056,5,351.68,17.64,10.0,59.23,19.47,98.26,0.7,9.63,4.75,4.95,1
550.0,1.0,3,380.44,55.26,4.59,0.37,11.4,91.82,1.9,3.93,7.96,7.09,0
1592.74,2.702851175,3,787.97,4.56,7.6,19.0,32.65,97.97,2.68,7.23,3.87,6.24,1
1748.79,3.965920533,5,332.43,42.26,9.54,39.31,23.17,98.48,0.52,8.72,5.57,5.83,1
795.85,1.0,4,470.16,44.62,5.19,52.44,21.81,98.08,1.16,5.76,4.8,4.81,0
550.0,1.992121476,2,331.56,23.64,3.49,73.67,43.44,88.2,1.97,1.33,7.62,7.09,1
912.71,1.0,2,203.05,0.13,8.33,119.1,19.83,97.31,2.31,6.04,5.07,6.07,0
1367.75,2.606302341,4,829.6,28.33,10.0,63.9,5.04,99.9,1.87,7.45,5.39,5.44,1
1345.99,1.500464999,3,210.99,19.19,7.3,67.57,22.94,90.31,1.41,7.14,7.0,6.45,1
1507.65,2.135722792,4,558.08,23.71,7.52,52.37,0.41,99.9,1.34,5.6,2.79,4.38,1
1578.91,2.589724793,5,733.34,32.98,10.0,8.52,0.65,92.02,1.11,7.33,6.78,8.26,1
1113.4,1.156614386,3,479.39,30.42,6.49,6.75,25.91,97.69,1.9,4.47,7.24,5.41,0
930.25,1.699286003,4,755.24,51.56,9.85,46.67,2.46,96.43,1.73,9.15,3.97,4.27,0
1216.55,3.020158941,3,94.0,31.08,6.71,37.08,7.25,99.9,0.67,2.29,1.14,4.07,1
771.18,1.478008617,3,95.67,57.62,4.5,42.5,18.61,91.95,1.18,5.43,10.0,8.85,1
969.93,2.910999291,3,1056.2,10.58,5.77,6.45,12.24,97.84,2.21,4.48,6.92,5.0,1
2014.53,1.0,3,349.18,31.28,6.24,82.26,19.95,91.7,1.62,4.53,4.28,5.33,1
1303.03,1.482595995,2,758.94,23.55,9.1,66.82,5.21,91.44,0.62,3.07,4.21,6.95,0
1116.13,1.787935436,5,911.13,56.28,8.33,2.84,12.3,91.83,1.71,3.92,9.98,5.96,1
1506.92,1.0,1,657.32,22.06,3.04,8.3,15.7,84.63,1.28,1.42,2.98,6.18,0
986.95,2.346253509,4,630.8,29.99,6.45,20.19,10.0,93.7,1.03,4.67,8.83,7.6,1
1135.53,1.0,3,638.61,39.12,8.08,21.53,28.42,93.83,1.13,3.91,3.79,5.77,0
1013.78,1.0,2,258.82,24.69,5.74,83.44,8.55,94.59,1.53,5.49,3.72,3.9,0
1170.91,1.739283902,3,368.51,22.73,5.1,3.38,16.55,95.91,1.16,7.01,4.47,4.7,1
1037.41,1.0,3,76.03,64.7,6.22,21.47,0.8,85.54,1.92,5.27,7.35,6.84,1
550.0,1.003707677,1,185.55,12.87,5.23,28.39,26.59,90.59,1.35,3.68,4.67,3.26,1
592.47,2.842441193,2,319.47,11.41,8.63,55.66,2.16,99.9,1.65,6.67,10.0,6.45,0
1106.34,2.337172222,5,1082.61,25.33,8.13,1.17,15.24,91.39,2.1,7.8,8.58,7.14,1
1119.47,4.598630483,2,1157.72,22.86,5.74,22.65,5.97,89.01,1.68,7.78,5.57,6.19,1
1146.31,1.789572781,2,564.3,55.74,2.62,50.97,18.88,88.85,1.46,0.4,6.96,5.37,0
550.0,2.075060066,1,175.5,45.15,3.74,73.93,25.49,94.04,2.48,4.21,5.43,7.7,0
737.11,2.859235109,4,197.47,31.59,7.56,78.19,31.65,93.22,1.89,5.13,7.96,7.67,1
550.0,1.0,1,46.35,60.39,0.62,68.14,4.33,91.45,2.43,0.11,6.78,7.23,0
1396.11,2.189083886,3,149.42,46.15,6.06,63.25,29.82,96.07,1.48,4.97,8.68,3.41,0
550.0,1.889657826,2,265.49,30.26,4.36,34.15,54.02,93.0,2.48,2.64,9.79,3.94,0
747.49,1.418893522,3,1166.44,26.54,7.83,21.61,13.38,95.46,1.78,5.32,5.26,5.3,0
550.0,1.0,3,78.01,38.2,6.34,23.61,11.65,87.43,1.72,6.5,7.17,8.28,0
1995.91,2.839417939,2,612.47,53.15,8.9,13.39,19.38,96.04,1.02,6.14,4.17,4.66,1
760.98,2.908583384,3,811.64,19.6,6.26,35.61,4.08,98.43,2.12,6.0,7.78,7.29,1
2186.62,2.246921428,3,741.75,25.63,9.17,11.33,20.19,98.01,1.15,8.01,10.0,9.1,1
1381.63,2.11025333,3,341.09,15.09,6.94,56.91,7.33,93.93,1.67,6.82,10.0,7.33,0
550.0,4.512789569,4,461.67,18.7,8.93,46.12,9.75,96.69,1.31,8.46,2.64,5.74,1
550.0,2.050944042,3,448.08,20.53,2.96,47.05,14.87,96.44,1.84,2.83,7.88,6.01,0
977.51,1.0,3,1144.03,22.86,7.33,11.24,11.38,96.35,1.76,5.59,4.58,6.03,1
2874.7,2.353540112,2,1022.75,17.59,6.59,19.19,7.46,93.36,1.37,4.99,10.0,8.91,1
1835.22,1.484723632,4,110.04,9.53,10.0,9.0,10.15,91.18,1.26,7.5,10.0,9.6,1
1391.97,1.342067287,3,677.48,14.8,9.46,18.37,21.95,99.68,1.78,8.76,6.37,7.02,0
1898.58,2.233440429,2,666.38,63.09,8.9,3.51,17.52,93.81,1.48,5.25,2.37,3.56,1
550.0,1.0,2,33.49,59.3,5.4,77.55,21.33,94.35,1.68,3.87,7.3,8.24,0
1542.26,1.276054731,3,991.18,45.74,6.68,36.64,31.53,89.82,0.72,5.2,8.67,7.71,1
1230.8,2.769684253,2,808.78,31.3,4.37,44.78,13.14,89.02,1.79,3.85,5.77,4.8,1
710.29,1.0,4,588.34,43.08,7.92,63.61,8.06,98.34,1.53,3.97,7.39,6.06,0
1823.82,1.596562572,3,309.59,32.58,7.63,37.13,22.86,99.9,1.44,8.61,10.0,7.52,1
756.78,2.113764842,4,1119.42,60.31,6.79,12.68,10.76,99.9,1.33,4.74,4.92,2.55,0
850.91,1.683958032,4,517.28,18.04,7.29,0.2,4.32,89.73,1.05,5.18,5.2,4.57,1
550.0,1.084403369,1,187.73,35.3,5.48,58.55,42.59,95.5,2.54,0.88,3.1,6.64,0
1154.48,1.505778539,3,736.5,4.36,10.0,30.22,9.97,98.1,1.19,6.21,5.04,5.92,0
597.77,4.239372901,2,236.83,5.14,7.06,23.25,13.65,86.75,2.27,4.17,0.63,4.17,0
550.0,2.599736227,2,711.91,10.63,2.98,85.45,34.72,91.49,2.27,3.62,0.06,4.05,0
754.89,3.388984748,3,552.49,14.42,6.71,49.98,27.06,97.77,1.37,5.2,3.99,4.7,1
554.97,1.340379319,4,749.92,8.98,8.11,54.91,24.61,91.56,1.61,4.24,7.72,6.26,0
1046.05,1.374955098,3,704.8,30.4,6.86,80.83,25.01,87.73,2.67,6.2,0.56,6.29,1
550.0,1.012144846,2,718.57,78.04,3.55,118.78,18.31,86.62,0.66,0.05,9.67,5.72,1
1213.55,2.019459998,3,1224.48,30.91,7.98,26.43,3.29,99.9,1.93,4.77,7.98,9.3,0
893.69,2.06061106,4,98.22,1.71,7.41,34.64,24.67,96.21,0.29,6.68,4.29,4.96,1
1230.45,2.30162851,4,588.84,69.56,8.38,114.55,4.14,77.39,2.38,4.71,6.6,3.39,0
871.97,1.0,3,585.06,43.3,8.03,65.52,14.88,91.65,2.2,3.95,3.54,3.72,0
1464.33,3.44636295,3,772.16,46.01,10.0,94.81,9.89,92.43,0.57,5.53,3.68,5.54,1
1227.87,3.898936682,5,687.69,4.82,10.0,67.44,12.36,98.39,0.82,8.82,10.0,10.0,1
1236.0,3.647472898,3,384.98,23.15,10.0,24.69,52.88,97.74,1.4,7.31,7.66,6.42,0
1195.37,1.0,3,520.99,17.63,8.75,84.16,27.86,99.9,0.68,6.22,8.71,7.89,0
1058.03,1.890419673,3,372.22,37.01,8.66,13.74,28.76,97.81,1.16,6.41,2.6,5.94,1
550.0,2.193446985,3,13.99,4.24,7.88,14.05,35.29,93.91,1.51,3.39,6.62,7.36,1
1399.26,1.078026363,4,558.14,29.05,6.92,75.53,5.18,93.77,0.45,3.0,4.97,5.29,1
1637.03,1.675800691,4,72.67,20.51,8.53,76.25,1.86,80.74,1.15,2.87,2.95,6.0,1
1185.85,3.06422595,2,389.82,49.18,8.07,0.21,10.85,89.4,1.21,7.24,6.62,5.65,0
904.28,2.204267787,3,193.62,68.72,8.69,40.06,0.97,93.38,1.73,6.47,7.14,4.64,0
915.19,3.338754926,3,426.52,62.33,6.01,33.73,7.33,97.68,2.76,5.1,4.75,6.28,1
1701.13,1.0,4,802.55,46.04,6.85,19.85,20.53,99.9,1.57,7.4,2.35,7.6,1
1618.08,1.225591744,2,694.75,14.36,7.1,63.0,10.78,99.9,2.02,3.83,0.97,2.74,0
857.34,1.0,2,346.52,32.1,5.15,46.16,8.91,86.46,1.12,5.08,6.56,5.02,0
993.91,1.0,3,489.9,7.91,2.72,1.62,29.1,92.23,1.2,1.86,10.0,10.0,0
731.64,1.0,3,830.59,18.57,7.75,24.27,27.73,99.9,2.28,3.71,7.99,6.45,0
926.39,2.079685221,2,285.3,28.9,7.53,32.13,22.3,92.51,1.61,3.86,10.0,6.77,0
2055.04,3.510682387,3,877.21,45.51,10.0,84.11,3.06,95.38,0.74,7.17,9.74,6.07,1
550.0,1.0,3,245.38,12.0,6.75,45.91,18.71,83.68,2.05,0.86,9.59,6.62,0
